ID de la compétence parente;ID;Nom abrégé;Description;Format de description;Valeurs du barème;configuration du barème;Type de règle de compétence (optionnelle);Règle d'objectif (optionnelle);Règle de paramétrage (optionnelle);IDs des compétences croisées associées;ID d'exportation (optionnel);Est un référentiel;Taxonomie
1.3.3.1.0.0;1.3.3.1.0.1;Identifier les principales institutions représentatives du personnel et leurs principales attributions;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.2;Repérer les situations où l’employeur est tenu de mettre en place une institution représentative du personnel;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.3;Caractériser les syndicats représentatifs et les syndicats non représentatifs et distinguer leurs prérogatives;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.4;Identifier les salariés protégés et les moyens de leur protection;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.5;Caractériser le délit d’entrave et ses sanctions;;1;;;;;;;;;
1.3.3.0.0.0;1.3.3.2.0.0;3.2 La négociation collective ;"<h5>Sens et portée de l’étude</h5><p>Au fil des réformes, la place laissée à la négociation collective s’étend régulièrement. En particulier, le rôle des accords de branche et des accords d’entreprise a été significativement renforcé dans la définition des règles encadrant la relation de travail. Pour renforcer la légitimité des accords collectifs, le législateur a imposé la règle des accords majoritaires. </p><h5>Savoirs associés</h5><ul><li>* Le droit commun de la négociation et des conventions collectives : formation, révision, dénonciation, modalités d’application, extension et élargissement.  </li><li>* Le droit particulier de la négociation et des conventions collectives :  </li><li>* accords nationaux interprofessionnels ;  - accords et conventions de branche ;  </li><li>* accords d’entreprise.   </li></ul>";1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.1;Déterminer le champ d’application de l’accord ou de la convention ordinaire, élargi ou étendu;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.2;Articuler les normes conventionnelles entre elles et par rapport à la loi;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.3;Identifier les personnes habilitées à négocier des accords d’entreprise en l’absence de délégué syndical;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.4;Vérifier les conditions de validité de l’accord ou de la convention aux différents niveaux de négociation.  ;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.5;Analyser la légalité et les effets d’une procédure de dénonciation d’un accord collectif;;1;;;;;;;;;
1.3.3.0.0.0;1.3.3.3.0.0;3.3 L’association des salariés aux performances de l’entreprise ;<h5>Sens et portée de l’étude</h5><p>Différentes dispositions permettent d’associer, de façon facultative ou obligatoire, les salariés aux performances de l’entreprise. </p><h5>Savoirs associés</h5><ul><li>* La participation des salariés aux résultats de l’entreprise.  </li><li>* L’intéressement. </li><li>* Les plans d’épargne : PEE et PERCO.  </li></ul>;1;;;;;;;;;
1.3.3.3.0.0;1.3.3.3.0.1;Distinguer participation et intéressement;;1;;;;;;;;;
1.3.3.3.0.0;1.3.3.3.0.2;Repérer les situations où l’employeur est tenu de mettre en place la participation;;1;;;;;;;;;
1.3.3.3.0.0;1.3.3.3.0.3;Distinguer plan d’épargne entreprise (PEE) et plan d’épargne pour la retraite collectif (Perco);;1;;;;;;;;;
1.3.3.0.0.0;1.3.3.4.0.0;3.4 Les conflits collectifs ;"<h5>Sens et portée de l’étude</h5><p>Le droit de grève est une liberté conquise par une longue lutte sociale. Délit pénal jusqu’à l’abolition du délit de coalition par la loi du 25 mai 1864, elle est devenue une liberté à valeur constitutionnelle dès lors qu’elle s’exerce dans le cadre des lois qui la règlementent.  </p><h5>Savoirs associés</h5><ul><li>* Les conflits non contentieux de la relation de travail : </li><li>* la grève ;  </li><li>* le « lock-out » ;  </li><li>* les modes alternatifs de règlement des différends </li></ul>";1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.1;Différencier un mouvement illicite et une grève licite;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.2;Identifier les effets de l’exercice normal du droit de grève;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.3;Caractériser l’exercice anormal du droit de grève et en tirer les conséquences;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.4;Identifier une situation contraignante pouvant fonder un lock-out et préciser son régime.  ;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.5;Caractériser conciliation, médiation et arbitrage;;1;;;;;;;;;
1.3.0.0.0.0;1.3.4.0.0.0;4- La protection sociale (20 heures) ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.1.0.0;4.1 Introduction au droit de la protection sociale ;<h5>Sens et portée de l’étude</h5><p>La protection sociale garantit les personnes contre les risques sociaux susceptibles de réduire ou de supprimer leurs revenus ou d’accroître leurs dépenses (vieillesse, maladie, invalidité, chômage…). Si la Sécurité sociale en est l’un des acteurs majeurs, d’autres organismes interviennent dans la prise en charge des risques sociaux.  </p><h5>Savoirs associés</h5><ul><li>* Les repères historiques quant à la construction du droit de la protection sociale. </li><li>* Les grands principes de la protection sociale.  </li><li>* La présentation des sources spécifiques au droit de la protection sociale. </li><li>* Les acteurs de la protection sociale. </li><li>* Les différents régimes. </li></ul>;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.1;Repérer les grandes étapes et principes de la construction du droit de la protection sociale;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.2;Schématiser l’organisation de la protection sociale : les grands acteurs de la protection sociale et les risques couverts;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.3;Repérer les sources du droit de la protection sociale;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.4;Identifier les différents régimes sociaux;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.5;Identifier le régime auquel une personne est assujettie en fonction de sa situation.  ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.2.0.0;4.2 Contrôles et contentieux social  ;<h5>Sens et portée de l’étude</h5><p>Toutes les personnes morales et physiques redevables de cotisations sociales ou dans l'obligation de remplir des déclarations sociales peuvent faire l'objet d'un contrôle de l’Urssaf. </p><h5>Savoirs associés</h5><ul><li>*Les contrôles de l’Urssaf. </li><li>*Le contentieux de la Sécurité sociale. </li></ul>;1;;;;;;;;;
1.3.4.2.0.0;1.3.4.2.0.1;Cerner les missions et moyens d’action des inspecteurs du recouvrement;;1;;;;;;;;;
1.3.4.2.0.0;1.3.4.2.0.2;Déterminer la juridiction compétente à l’occasion d’un litige relatif à la Sécurité sociale;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.3.0.0;4.3 Le régime général de la Sécurité sociale ;<h5>Sens et portée de l’étude</h5><p>Le régime général de la Sécurité sociale est organisé en branches autonomes assurant la couverture d’un ou plusieurs risques sociaux. Le régime général est le régime le plus important en nombre de personnes assujetties. </p><h5>Savoirs associés</h5><ul><li>* La protection contre les aléas de la vie : assurances maladie, maternité, invalidité, décès. </li><li>* La protection de la vieillesse : droits à pension de retraite et prestations.  </li><li>* La couverture des risques professionnels : accidents du travail et accidents de trajet, maladies professionnelles. </li></ul>;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.1;Identifier les risques couverts et présenter leur régime respectif;;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.2;Distinguer la prise en charge d’un risque selon son origine professionnelle ou non;;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.3;Qualifier un accident du travail, un accident de trajet ou une maladie professionnelle.  ;;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.4;Caractériser une faute inexcusable ou intentionnelle de l’employeur et son incidence pour l’employeur et sur le droit à réparation du salarié;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.4.0.0;4.4 La protection en cas de chômage ;<h5>Sens et portée de l’étude</h5><p>L’assurance chômage est un système de protection sociale qui assure notamment aux salariés privés d’emploi un revenu de substitution. Au-delà de sa mission d’indemnisation, elle favorise l’accompagnement des chômeurs vers le retour à l’emploi.  </p><p>Pour prévenir les licenciements économiques en période de baisse d’activité, les employeurs peuvent recourir à l’activité partielle. </p><h5>Savoirs associés</h5><ul><li>* Chômage total. - Activité partielle. </li></ul>;1;;;;;;;;;
1.3.4.4.0.0;1.3.4.4.0.1;Identifier les conditions d’indemnisation du chômage, les droits et obligations du demandeur d’emploi. - Apprécier la validité du motif et des modalités de recours à l’activité partielle.  ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.5.0.0;4.5 La protection sociale complémentaire ;<h5>Sens et portée de l’étude</h5><p>Les régimes complémentaires assurent un complément aux versements de la Sécurité sociale. Certains sont obligatoires (régimes complémentaires de retraite des salariés du secteur privé) et d’autres facultatifs (mutuelles de santé, sociétés d’assurance, institutions de prévoyance). </p><p>En raison de la conjoncture économique et sociale (vieillissement de la population, croissance ralentie, dette sociale), la protection sociale obligatoire ne suffit plus à garantir une couverture satisfaisante. Le rôle de la protection sociale complémentaire devient donc essentiel. </p><p>Le mécanisme de la portabilité assure, quant à lui, après la rupture du contrat de travail, le maintien de la complémentaire santé ainsi que des garanties prévoyance. </p><h5>Savoirs associés</h5><ul><li>* Les régimes complémentaires : institutions et opérations. </li></ul>;1;;;;;;;;;
1.3.4.5.0.0;1.3.4.5.0.1;Identifier les institutions et les opérations réalisées par les régimes complémentaires;;1;;;;;;;;;
1.3.4.5.0.0;1.3.4.5.0.2;Déterminer si un régime de protection sociale complémentaire est obligatoire ou facultatif;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.6.0.0;4.6 Notions sur d’autres régimes <h5>Sens et portée de l’étude</h5>;<p>Il s’agit de préciser les modalités de couverture des risques sociaux des personnes qui ne relèvent pas du régime général ou des régimes spéciaux. </p><h5>Savoirs associés</h5><ul><li>* Les assurances maladie, vieillesse et chômage des personnes assujetties. </li></ul>;1;;;;;;;;;
1.3.4.6.0.0;1.3.4.6.0.1;Identifier les personnes assujetties;;1;;;;;;;;;
1.3.4.6.0.0;1.3.4.6.0.2;Identifier les organismes en charge de ce régime;;1;;;;;;;;;
1.3.4.6.0.0;1.3.4.6.0.3;Caractériser le régime social de l’assujetti;;1;;;;;;;;;
1.0.0.0.0.0;1.4.0.0.0.0;UE 4 - DROIT FISCAL  ;<p>Niveau L : 150 heures – 14 ECTS </p>;1;;;;;;;;;
1.4.0.0.0.0;1.4.1.0.0.0;1- Introduction générale au droit fiscal (5 heures) ;<h5>Sens et portée de l’étude</h5><p>Le pouvoir de prélever l’impôt est inscrit dans la Constitution. En pratique, les impôts sont nombreux et contribuent de manière variable à alimenter les recettes budgétaires de l’État ou des collectivités territoriales. Cette diversité des prélèvements a donné naissance à différentes tentatives de classifications des impôts et taxes. Si la loi constitue la source essentielle du droit fiscal, il est nécessaire de prendre en considération d’autres sources : le droit de l’Union européenne, les conventions fiscales internationales… </p><h5>Savoirs associés</h5><ul><li>* Caractéristiques du droit fiscal. </li><li>* Sources du droit fiscal. </li><li>* Classifications des impôts et taxes  </li><li>* Organisation et rôle de l’administration fiscale. - Rôle du juge fiscal. </li><li>* Nécessité et mise en œuvre d’une veille fiscale. </li></ul>;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.1;Repérer et distinguer le droit fiscal parmi les différentes branches du droit;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.2;Caractériser les principales sources du droit fiscal. - Identifier les principaux prélèvements obligatoires;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.3;Mettre en évidence le rôle de l’administration fiscale et le rôle du juge fiscal;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.4;Identifier les règles fiscales applicables à une situation donnée et repérer leurs évolutions;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.5;Rechercher, identifier et appliquer les nouvelles dispositions fiscales;;1;;;;;;;;;
1.4.0.0.0.0;1.4.2.0.0.0;2- L’impôt sur le revenu des personnes physiques (20 heures)  ;<h5>Sens et portée de l’étude</h5><p>L’impôt sur le revenu (IR), même s’il ne constitue pas le principal impôt dans le système fiscal français, revêt une grande importance à la fois sur le plan social, sur le plan symbolique et sur le plan économique. </p><h5>Savoirs associés</h5><ul><li>* Les principes généraux de l’impôt sur le revenu.  </li></ul>;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.0.0.1;Schématiser la détermination et/ou le calcul de l’impôt sur le revenu;;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.1.0.0;2.1- Champ d’application  ;<h5>Sens et portée de l’étude</h5><p>Le revenu des personnes physiques est imposé au niveau familial. En effet, l’imposition est déterminée au niveau du foyer fiscal. </p><h5>Savoirs associés</h5><ul><li>* Personnes imposables et non imposables. </li><li>* Territorialité de l’impôt. </li><li>* Composition du foyer fiscal. </li></ul>;1;;;;;;;;;
1.4.2.1.0.0;1.4.2.1.0.1;Qualifier les personnes imposables;;1;;;;;;;;;
1.4.2.1.0.0;1.4.2.1.0.2;Déterminer la composition du foyer fiscal;;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.2.0.0;2.2 Détermination du revenu brut global, du revenu net global et du revenu imposable ;<h5>Sens et portée de l’étude</h5><p>Le revenu imposable qui sert de base au calcul de l’impôt est un revenu global, somme d’une série de revenus catégoriels de source française comme de source étrangère. </p><h5>Savoirs associés</h5><ul><li>* Modalités de détermination et caractéristiques du revenu brut global. </li><li>* Qualification professionnelle ou non professionnelle d’une activité. </li><li>*Traitements et salaires, rémunération des dirigeants. </li><li>* Bénéfices industriels et commerciaux (BIC). </li><li>* Bénéfices non commerciaux (BNC). </li><li>* Bénéfices agricoles (BA). </li><li>* Revenus fonciers (RF). </li><li>* Revenus des capitaux mobiliers (RCM). </li><li>* Plus-values des particuliers. </li><li>* Charges déductibles du revenu global. </li></ul>;1;;;;;;;;;
1.4.2.2.0.0;1.4.2.2.0.1;Identifier les caractéristiques du revenu global. - Qualifier et classer un revenu selon sa catégorie fiscale;;1;;;;;;;;;
1.4.2.2.0.0;1.4.2.2.0.2;Calculer et justifier le montant du revenu imposable selon sa catégorie;;1;;;;;;;;;
1.4.2.2.0.0;1.4.2.2.0.3;Déterminer le revenu brut global, le revenu net ;;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.3.0.0;2.3 Déclaration, calcul et paiement de l’impôt <h5>Sens et portée de l’étude</h5>;<p>Le passage du revenu imposable à l’impôt conduit à tenir compte des charges de famille du contribuable, afin d’atténuer la progressivité du barème de l’impôt, mais aussi de mesures d’incitation fiscale qui prennent la forme de réductions ou de crédits d’impôt. </p><h5>Savoirs associés</h5><ul><li>* Règles générales de déclaration. - Application du quotient familial. </li><li>* Calcul de l’impôt avec prise en compte des réductions et crédits d’impôts.  </li><li>* Modalités de paiement de l’impôt sur le revenu. </li></ul>;1;;;;;;;;;
1.4.2.3.0.0;1.4.2.3.0.1;Déterminer et justifier l’impôt sur le revenu d’un foyer fiscal;;1;;;;;;;;;
1.4.2.3.0.0;1.4.2.3.0.2;Déterminer les réductions et crédits d’impôt. - Expliquer les modalités de déclaration et de  paiement de l’impôt;;1;;;;;;;;;
1.4.0.0.0.0;1.4.3.0.0.0;3- Prélèvements sociaux (5 heures) ;<h5>Sens et portée de l’étude</h5><p>Les prélèvements sociaux concernent la plupart des revenus du particulier. Leur calcul est abordé conjointement avec les revenus concernés.  </p><h5>Savoirs associés</h5><ul><li>* Principes généraux.  </li><li>* Contribution sociale généralisée (CSG) / Contribution au remboursement de la dette sociale (CRDS) et autres prélèvements sociaux. </li><li>* Prélèvements sociaux sur les revenus d’activité et de remplacement. </li><li>* Prélèvements sociaux sur les revenus du capital (patrimoine financier et immobilier). </li></ul>;1;;;;;;;;;
1.4.3.0.0.0;1.4.3.0.0.1;Déterminer et justifier le calcul des prélèvements sociaux, déductibles et non déductibles, à partir d’une documentation fiscale.  ;;1;;;;;;;;;
1.4.3.0.0.0;1.4.3.0.0.2;Expliquer les modalités de déclaration et de paiement;;1;;;;;;;;;
1.4.3.0.0.0;1.4.3.0.0.3;Expliquer et calculer le montant déductible de la CSG et les modalités de déduction;;1;;;;;;;;;
1.4.0.0.0.0;1.4.4.0.0.0;4- Imposition du résultat de l’entreprise (60 heures) ;<h5>Sens et portée de l’étude</h5><p>Le Code général des impôts définit les règles de détermination du résultat des entreprises individuelles. Pour les sociétés, le droit fiscal renvoie aux règles des entreprises individuelles en ajustant ces dispositions pour tenir compte de l’exercice de l’activité dans un cadre sociétaire. </p><h5>Savoirs associés</h5><ul><li>* Principes généraux d’imposition des entreprises. - Classification fiscale des sociétés. </li></ul>;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.0.0.1;Distinguer les entreprises relevant de l’impôt sur les sociétés (IS) de celles relevant de l’IR;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.0.0.2;Décrire et justifier le passage du résultat comptable au résultat fiscal;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.1.0.0;4.1 Imposition des résultats de l’entreprise individuelle relevant des BIC ;<h5>Sens et portée de l’étude</h5><p>L’imposition du résultat de l’entreprise individuelle n’est pas dissociable de l’imposition de l’exploitant dans le cadre de l’impôt sur le revenu. L’étude des bénéfices industriels et commerciaux (BIC) est essentielle. </p><p>Pour la détermination du résultat, le législateur s’est efforcé de limiter ou de simplifier les obligations fiscales qui pèsent sur les entreprises les plus petites en taille. À côté de régimes normaux d’imposition coexistent ainsi des régimes plus ou moins simplifiés en fonction de la taille des entreprises. </p><h5>Savoirs associés</h5><ul><li>* Champ d’application des bénéfices industriels et commerciaux. </li><li>* Distinction entre BIC professionnels et BIC non professionnels. </li><li>* Définition du bénéfice imposable. </li><li>* Principes généraux de détermination du résultat fiscal.  </li><li>* Produits imposables et non imposables. </li><li>* Charges déductibles et non déductibles. </li><li>* Plus-values et moins-values professionnelles. </li><li>* Détermination du résultat fiscal. </li><li>* Modalités de déclaration du résultat fiscal. - Traitement des déficits. </li><li>* Régimes d’imposition des entreprises : micro et réel (normal et simplifié).  </li><li>* Centres de gestion agréés et experts-comptables conventionnés.  </li></ul>;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.1;Identifier et expliquer les différences entre le résultat comptable et le résultat fiscal;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.2;Caractériser le traitement fiscal des différentes opérations comptables et opérer les retraitements nécessaires;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.3;Qualifier les plus ou moins-values professionnelles et identifier les différents traitements fiscaux applicables;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.4;Déterminer le résultat fiscal, ses modalités d’imposition ou la gestion du déficit;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.5;Proposer des conseils et recommandations en matière fiscale pour les entreprises individuelles relevant des BIC;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.2.0.0;4.2 Imposition des résultats dans le cadre des sociétés de personnes non soumises à l’IS ;<h5>Sens et portée de l’étude</h5><p>Les sociétés de personnes déterminent et déclarent un résultat fiscal. En revanche, l’impôt correspondant est acquitté individuellement par les associés. Il s’agit du régime dit de la « translucidité fiscale ». </p><h5>Savoirs associés</h5><ul><li>* Champ d’application et modalités d’imposition au niveau des associés. </li><li>* Détermination du résultat fiscal au niveau de la société. </li><li>* Détermination de la quote-part du résultat fiscal imposable au niveau de chaque associé. </li></ul>;1;;;;;;;;;
1.4.4.2.0.0;1.4.4.2.0.1;Schématiser, dans une situation donnée, le mécanisme d’imposition des sociétés de personnes non soumises à l’impôt sur les sociétés;;1;;;;;;;;;
1.4.4.2.0.0;1.4.4.2.0.2;Déterminer et justifier la quote-part du résultat fiscal imposable ou déductible au niveau de chaque associé;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.3.0.0;4.3 Imposition des résultats dans le cadre des sociétés soumises à l’impôt sur les sociétés ;<h5>Sens et portée de l’étude</h5><p>Les sociétés soumises à l’impôt sur les sociétés (IS) sont des entités qui disposent de la pleine capacité fiscale. Il s’agit de sociétés ou de groupements qui déterminent un résultat, le déclarent et acquittent l’impôt correspondant. </p><p>Les règles applicables empruntent en grande partie les règles fiscales en vigueur dans l’entreprise individuelle mais avec un certain nombre de spécificités (tant au niveau des règles de détermination de la base imposable qu’au niveau du calcul de l’impôt). </p><h5>Savoirs associés</h5><ul><li>* Champ d’application et territorialité de l’impôt sur les sociétés. </li><li>* Étude des règles spécifiques de détermination du résultat fiscal applicables aux sociétés soumises à l’impôt sur les sociétés. </li><li>* Plus ou moins-values professionnelles des sociétés relevant de l’impôt sur les sociétés. </li><li>* Détermination et déclaration du résultat fiscal.  </li><li>* Liquidation et paiement de l’impôt sur les sociétés et des contributions additionnelles. </li><li>* Traitement des déficits. </li></ul>;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.1;Identifier et expliquer les différences entre le résultat comptable et le résultat fiscal;;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.2;Analyser et expliquer le traitement fiscal des différentes opérations comptables et déterminer les retraitements nécessaires;;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.3;Qualifier les plus ou moins-values professionnelles, déterminer et justifier les différents traitements fiscaux applicables;;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.4;Déterminer et justifier le résultat fiscal, ses modalités d’imposition ou la gestion du déficit;;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.5;Proposer des conseils et recommandations en matière fiscale pour les sociétés relevant de l’impôt sur les sociétés;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.4.0.0;4.4 Réductions, exonérations et crédits d’impôts ;<h5>Sens et portée de l’étude</h5><p>Le législateur utilise fréquemment le droit fiscal comme outil incitatif en direction des entreprises pour favoriser leur création, développer l’investissement ou la recherche. À côté de mesures conjoncturelles ou temporaires, certains dispositifs se sont pérennisés. </p><h5>Savoirs associés</h5><ul><li>* Exonérations d’impôts. </li><li>* Réductions et crédits d’impôts accordés aux entreprises. </li></ul>;1;;;;;;;;;
1.4.4.4.0.0;1.4.4.4.0.1;Identifier l’intérêt pour l’État d’accorder des réductions, exonérations et crédits d’impôts;;1;;;;;;;;;
1.4.4.4.0.0;1.4.4.4.0.2;Repérer les différentes dispositions de faveur à partir d’une documentation fiscale et en déterminer l’impact;;1;;;;;;;;;
1.4.0.0.0.0;1.4.5.0.0.0;5- Taxe sur la valeur ajoutée (35 heures) ;"<h5>Sens et portée de l’étude</h5><p>Principale recette fiscale du budget de l’État, la taxe sur la valeur ajoutée (TVA) constitue le premier impôt sur la dépense. Son étude prend une importance particulière du fait de son caractère général et de son application dans l’ensemble des États de l’Union européenne. En principe, fiscalement « neutre » pour l’entreprise, sa détermination, sa déclaration et son paiement n’en constituent pas moins une charge administrative pour l’entreprise. </p><h5>Savoirs associés</h5><ul><li>* Champ d’application.  </li><li>* Territorialité de la taxe sur la valeur ajoutée. </li><li>* Taxe sur la valeur ajoutée exigible : fait générateur, exigibilité, base et taux. </li><li>* Taxe sur la valeur ajoutée déductible : conditions générales de déduction, coefficient de déduction, secteurs distincts d’activité. </li><li>* Régularisations de la taxe sur la valeur ajoutée.  - Régimes particuliers de taxe sur la valeur ajoutée : opérations immobilières ; biens d’occasion ; locations immobilières ; auto liquidation. </li><li>* Régimes réels d’imposition (normal et simplifié) et franchise en base. </li><li>* Liquidation et déclaration de la taxe sur la valeur ajoutée. </li><li>* Modalités de règlement de la TVA et traitement du crédit de TVA. </li></ul>";1;;;;;;;;;
1.4.5.0.0.0;1.4.5.0.0.1;Qualifier les opérations et justifier les règles applicables en matière de taxe sur la valeur ajoutée;;1;;;;;;;;;
1.4.5.0.0.0;1.4.5.0.0.2;Déterminer et mettre en œuvre, dans une situation donnée, les mécanismes d’exigibilité, de déduction et de régularisation de la taxe sur la valeur ajoutée. - Déterminer le montant de la taxe sur la valeur ajoutée due ou du crédit de taxe sur la valeur ajoutée;;1;;;;;;;;;
1.4.5.0.0.0;1.4.5.0.0.3;Justifier l’intérêt de prendre des options en matière de taxe sur la valeur ajoutée.  ;;1;;;;;;;;;
1.4.0.0.0.0;1.4.6.0.0.0;6- Taxes assises sur les salaires (5 heures) ;"<h5>Sens et portée de l’étude</h5><p>Les salaires versés par les entreprises servent d’assiette à différents prélèvements. Ces impositions constituent une charge importante pour les entreprises. </p><h5>Savoirs associés</h5>. <ul><li>* Champ d’application, détermination de l’assiette, calcul de l’impôt dans le cadre des situations les plus courantes pour l’entreprise : </li><li>* taxe sur les salaires ; - taxe d’apprentissage ; </li><li>* participation des employeurs au financement de la formation professionnelle continue ; </li><li>* participation des employeurs au financement de la construction. </li></ul>";1;;;;;;;;;
1.4.6.0.0.0;1.4.6.0.0.1;Expliquer le champ d’application de ces taxes;;1;;;;;;;;;
1.4.6.0.0.0;1.4.6.0.0.2;Déterminer et justifier l’assiette;;1;;;;;;;;;
1.4.6.0.0.0;1.4.6.0.0.3;Expliquer les principes de calcul en s’appuyant sur une documentation;;1;;;;;;;;;
1.4.0.0.0.0;1.4.7.0.0.0;7- Imposition du patrimoine (15 heures) ;<h5>Sens et portée de l’étude</h5><p>Dans le système fiscal français, c’est la détention ou la transmission d’un patrimoine qui peut faire l’objet d’une d’imposition. </p><h5>Savoirs associés</h5><ul><li>* Principes généraux. </li></ul>;1;;;;;;;;;
1.4.7.0.0.0;1.4.7.0.0.1;Identifier et expliquer les règles générales de l’imposition du patrimoine.  ;;1;;;;;;;;;
1.4.7.0.0.0;1.4.7.1.0.0;7.1 Impôts locaux ;<h5>Sens et portée de l’étude</h5><p>Au fil du temps, la fiscalité locale a pris une importance croissante et se révèle sensible aux yeux des contribuables. </p><p>Si la contribution économique territoriale relève du domaine de la fiscalité des entreprises et la taxe d’habitation, à l’inverse, de la fiscalité des ménages, la taxe foncière, elle, est susceptible de peser sur les deux catégories de contribuables. Si les règles d’assujettissement sont déterminées par le législateur, en revanche les taux d’imposition, voire certains dispositifs d’exonération, sont de la compétence des collectivités locales. </p><h5>Savoirs associés</h5><ul><li>* Taxes foncières. </li><li>* Contribution économique territoriale : cotisation foncière des entreprises et cotisation sur la valeur ajoutée des entreprises. </li></ul>;1;;;;;;;;;
1.4.7.1.0.0;1.4.7.1.0.1;Identifier et expliquer le champ d’application, les modalités de calcul et de déclaration de la taxe foncière et de la contribution économique territoriale;;1;;;;;;;;;
1.4.7.1.0.0;1.4.7.1.0.2;Déterminer et justifier le mécanisme de plafonnement de la contribution économique territoriale;;1;;;;;;;;;
1.4.7.1.0.0;1.4.7.1.0.3;Présenter les modalités de paiement de ces impôts;;1;;;;;;;;;
1.4.7.0.0.0;1.4.7.2.0.0;7.2 Droits d’enregistrement ;<h5>Sens et portée de l’étude</h5><p>Ancrés depuis fort longtemps dans le droit fiscal, les droits d’enregistrement frappent les mutations qui portent sur des éléments du patrimoine. Ils concernent aussi bien l’entreprise que le particulier. </p><h5>Savoirs associés</h5><ul><li>* Règles applicables aux droits d’enregistrement.  - Droits de mutation à titre onéreux sur les cessions d’immeubles, de fonds de commerce et de droits sociaux. </li><li>* Droits d’enregistrement applicables aux apports en société.  </li></ul>;1;;;;;;;;;
1.4.7.2.0.0;1.4.7.2.0.1;Distinguer et qualifier les notions d’apport à titre onéreux et d’apport à titre pur et simple. - Déterminer et expliquer la base d’imposition. - Déterminer et justifier le montant des droits d’enregistrement;;1;;;;;;;;;
1.4.7.2.0.0;1.4.7.2.0.2;Justifier pour les immeubles, si la cession est soumise aux droits d’enregistrement ou à la taxe sur la valeur ajoutée;;1;;;;;;;;;
1.4.7.0.0.0;1.4.7.3.0.0;7.3 L’impôt sur la fortune immobilière  <h5>Sens et portée de l’étude</h5>;<p>L’impôt sur la fortune immobilière taxe le patrimoine immobilier détenu par les personnes physiques dès lors que sa valeur excède un certain seuil. Cet impôt exige du contribuable un inventaire détaillé de son patrimoine immobilier. </p><h5>Savoirs associés</h5><ul><li>* Personnes imposables. </li><li>* Assiette de l’impôt sur la fortune immobilière : biens </li></ul>;1;;;;;;;;;
